1,0.047619047619047616,62.0,1.0,0.12903225806451613,0.06451612903225806
1,0.09523809523809523,1.0,0.0,0.0,0.0
1,0.14285714285714285,14.0,0.0,0.14285714285714285,0.07142857142857142
0,0.19047619047619047,33.0,0.0,0.09090909090909091,0.030303030303030304
0,0.23809523809523808,42.0,0.0,0.09523809523809523,0.047619047619047616
0,0.2857142857142857,19.0,0.0,0.05263157894736842,0.05263157894736842
1,0.3333333333333333,12.0,0.0,0.16666666666666666,0.16666666666666666
1,0.38095238095238093,23.0,0.0,0.13043478260869565,0.043478260869565216
1,0.09523809523809523,1.0,0.0,0.0,0.0
1,0.47619047619047616,5.0,0.0,0.2,0.0
1,0.5238095238095238,5.0,0.0,0.0,0.0
1,0.5714285714285714,12.0,0.0,0.08333333333333333,0.0
1,0.6190476190476191,9.0,0.0,0.0,0.0
0,0.6666666666666666,10.0,0.0,0.0,0.0
0,0.7142857142857143,89.0,0.0,0.056179775280898875,0.02247191011235955
1,0.7619047619047619,3.0,0.0,0.0,0.0
1,0.8095238095238095,6.0,0.0,0.16666666666666666,0.0
0,0.8571428571428571,13.0,0.0,0.0,0.0
1,0.9047619047619048,1.0,0.0,0.0,0.0
0,0.9523809523809523,30.0,0.0,0.13333333333333333,0.0
0,1.0,18.0,0.0,0.1111111111111111,0.0
0,0.03571428571428571,20.0,1.0,0.15,0.05
0,0.07142857142857142,37.0,0.0,0.05405405405405406,0.0
1,0.10714285714285714,21.0,0.0,0.09523809523809523,0.09523809523809523
1,0.14285714285714285,3.0,0.0,0.0,0.6666666666666666
1,0.17857142857142858,1.0,0.0,0.0,0.0
1,0.21428571428571427,24.0,0.0,0.125,0.08333333333333333
1,0.25,2.0,0.0,0.0,0.0
1,0.2857142857142857,8.0,0.0,0.125,0.0
1,0.32142857142857145,9.0,0.0,0.0,0.0
1,0.17857142857142858,1.0,0.0,0.0,0.0
0,0.39285714285714285,16.0,0.0,0.0,0.0
0,0.42857142857142855,21.0,0.0,0.0,0.0
0,0.4642857142857143,17.0,0.0,0.0,0.0
1,0.5,4.0,0.0,0.0,0.0
0,0.5357142857142857,8.0,0.0,0.0,0.0
0,0.5714285714285714,62.0,0.0,0.14516129032258066,0.03225806451612903
0,0.6071428571428571,45.0,0.0,0.08888888888888889,0.022222222222222223
1,0.6428571428571429,2.0,0.0,0.0,0.0
1,0.17857142857142858,1.0,0.0,0.0,0.0
1,0.7142857142857143,16.0,0.0,0.125,0.0625
1,0.75,20.0,0.0,0.2,0.05
1,0.7857142857142857,11.0,0.0,0.09090909090909091,0.09090909090909091
1,0.8214285714285714,34.0,0.0,0.029411764705882353,0.0
